desc,feature,title
A pair of solid Indigo pants to give your summer tops a classy match! It is a cotton flax crafted pair with elasticated waist and a small cut on the edges. It's a smart looking pair and will give a nice match to your summers tops and kurtas.,Key Features Category Mix & Match Color Black Fabric Cotton Flax,Black Cotton Flax Pants
"Upgrade your collection of basics with these grey cotton pants by Biba. Crafted from the finest cotton and accentuated with cut-out detailing on the edges, this pair making itself a perfect choice for summers. Take home wear with your favourite top or kurtas.",Key Features Category Mix & Match Color Grey Fabric Cotton Flax,Grey Cotton Flax Pants
"Upgrade your collection of basics with these black cotton pants by Biba. Crafted in finest cotton and featuring elasticated waist with drawstring makes this pair extremely comfortable and perfect for daily use. Take home, wear with your favorite top or kurtas",Key Features Category Mix & Match Color Black Fabric Cotton Flax,Black Cotton Flax Pants
A pair of solid white pants to give your summer tops a classy match! It is a cotton flax crafted pair with elasticated waist and a small cut on the edges. It's a smart looking pair and will give a nice match to your summers tops and kurtas.,Key Features Category Mix & Match Color Grey Fabric Cotton Flax,Grey Cotton Flax Pants
A pair of solid Indigo pants to give your summer tops a classy match! It is a cotton flax crafted pair with elasticated waist and a small cut on the edges. It's a smart looking pair and will give a nice match to your summers tops and kurtas.,Key Features Category Mix & Match Color Indigo Fabric Cotton Flax,Indigo Cotton Flax Pants
A pair of solid black pants to give your summer tops a classy match! It is a cotton flax crafted pair with elasticated waist and a small cut on the edges.  It's a smart looking pair and will give a nice match to your summers tops and kurtas.,Key Features Category Mix & Match Fit Straight Color Black Fabric Cotton Flax,Black Cotton And Flax Pants
White Cotton Palazzo,Key Features Category Mix & Match Color White Fabric Cotton,White Cotton Palazzo
"If you are looking for trendy pants to match with your look of the day, then here we got you a very stylish pair of palazzo pants by Biba. It comes in layered body featuring different print on a different layer. Crafted in finest cotton, this pair is feels soft to touch, which makes it a summer staple.",Key Features Category Mix & Match Color Blue Fabric Cotton,Blue Double Layer Cotton Palazzo
"Smarten up your collection of cotton pants with this pair of palazzo in ice blue color. It comes featuring elasticated waist with drawstring and self embroidered edges. Crafted in finest cotton and cut into comfortable fit, this pair will assure you spend a blissful day wearing it.",Key Features Category Mix & Match Color Blue Fabric Cotton,Ice Blue Cotton Palazzo
"If you are looking for trendy pants to match with your look of the day, then here we got you a very stylish pair of palazzo pants by Biba. It comes in layered body featuring different print on a different layer. Crafted in finest cotton, this pair is feels soft to touch, which makes it a summer staple.",Key Features Category Mix & Match Color Pink Fabric Cotton,Pink Cotton Palazzo
A pair of palazzo pants featuring gold metallic print all over. It is cotton crafted pair which feels soft to touch and assures utter comfort. Your can pair it with your festive kurtas or top for a comfy look.,Key Features Category Mix & Match Color Off White Fabric Cotton,Off White Cotton Palazzo Pants
A cotton palazzo pants to give your summer kurtas or top a nice match. It comes featuring elasticated waist and drawstring for added comfort.,Key Features Category Mix & Match Color Red Fabric Cotton,Red Cotton Palazzo
"Upgrade your collection of basics with these pink cotton pants by Biba. Crafted from finest cotton fabric and featuring an elasticated waist with drawstring, this pair feels extremely comfortable and perfect for daily use. Take home, wear with your favourite top or kurtas.",Key Features Category Mix & Match Color Pink Fabric Cotton,Pink Cotton Palazzo
"A must-buy pair of palazzos! If you are the one who love flaunting them not just like a complementary piece beneath long kurtas but with short tops, then this one needs your attention. It has polka dots print; making it very trendy and apt for this season.",Key Features Category Mix & Match Color Black Fabric Cotton,Black Cotton Palazzo
"Give your pants collection a smart update with this pair of indigo palazzo pants. It comes featuring an elasticated waist with drawstring for added comfort. It's a cotton made pair, which makes it extremely comfortable summer wear.",Key Features Category Mix & Match Color Indigo Fabric Cotton,Indigo Cotton Palazzo
A perfect match to your indigo kurtas or the white ones. This cotton flax palazzo from our latest launch is a must buy. It comes featuring print on the edges and elasticated waist with drawstring.,Key Features Category Mix & Match Color Indigo Fabric Cotton Flax,Indigo Cotton Flax Palazzo
"Add comfort to your daily dressing with these straight palazzo pants. It is crafted in cotton flax, featuring elasticated waist and drawstring. You can club it with your favourite kurtas or top to create an effortless yet trendy look.",Key Features Category Mix & Match Color Beige Fabric Cotton Flax,Beige Cotton Flax Palazzo
A comfy pair of palazzo pants crafted in eco cotton. It comes featuring elasticated Waist and drawstring. Add this pair to your summer wardrobe and give a head start to eco friendly fashion.,Key Features Category Mix & Match Color Ivory Fabric Cotton,Ivory Eco Cotton Palazzo Pants
"Adorn a trendy look by matching your favourite kurta with this sand brown palazzo pants. It features print all over, elasticated waist and drawstring. Crafted in cotton fabric it is very soft to touch.",Key Features Category Mix & Match Color Brown Fabric Cotton Flax,Sand Brown Cotton Flax Palazzo
"Smarten up your collection of cotton pants with this pair of palazzo in white color. It comes featuring elasticated waist with drawstring and self embroidered edges. Crafted in finest cotton and cut into comfortable fit, this pair will assure you spend a blissful day wearing it.",Key Features Category Mix & Match Color White Fabric Cotton,White Cotton Palazzo
"A perfect pair of a cotton palazzo, that can be styled with any of your favourite kurtas. Crafted in finest cotton and stitched into comfortable fit, this palazzo pants is summer a must-buy.",Key Features Category Mix & Match Color Beige Fabric Poly Cotton,Beige Poly Cotton Palazzo
"Smarten up your collection of cotton pants with this pair of palazzo in beige color. It comes featuring elasticated waist with drawstring and self embroidered edges. Crafted in finest cotton and cut into comfortable fit, this pair will assure you spend a blissful day wearing it.",Key Features Category Mix & Match Color Beige Fabric Cotton,Beige Cotton Palazzo
"Give your favorite kurtas a perfect style partner in the form of this knitted churidar in black. It comes featuring elasticated waisted for added comfort. Crafted in finest fabric, this is pair will do great in this season.",Key Features Color Black Fabric Cotton,Black Cotton And Polyester Knitted Churidar
"For those who put comfort first,  this pair of leggings is a must-buy! It comes featuring an elasticated waist and stretchable body for added comfort. Take home and pair with your favourite kurta.",Key Features Color Indigo Fabric Cotton,Indigo Cotton And Polyester Leggings
"For those who put comfort first,  this pair of leggings is a must-buy! It comes featuring an elasticated waist and stretchable body for added comfort. Take home and pair with your favourite kurta.",Key Features Color Peach Fabric Cotton,Peach Cotton And Polyester Leggings
"For those who put comfort first,  this pair of leggings is a must-buy! It comes featuring an elasticated waist and stretchable body for added comfort. Take home and pair with your favourite kurta.",Key Features Color Red Fabric Cotton,Red Cotton And Polyester Leggings
"For those who put comfort first,  this pair of leggings is a must-buy! It comes featuring an elasticated waist and stretchable body for added comfort. Take home and pair with your favourite kurta.",Key Features Color White Fabric Cotton,White Cotton And Polyester Leggings
Give your ethnic look a perfect match with this red cotton dupatta. It has a crushed bodice which is very much in trend and a matching red Patti with gold metallic print to match with your ethnic look.,Key Features Category Mix & Match Color Red Fabric Cotton,Red Cotton Dupatta
"An off white cotton stole to give your tops a chic complement. It's a cotton made stole featuring multicolor tassels on the edges, making it a gorgeous choice for your look of the day. Crafted in cotton, this stole is very soft to touch.",Key Features Category Mix & Match Color Off White Fabric Cotton,Off White Cotton Stole
"Give your look of the day a perfect match with this dupatta cum stole. It has crushed bodice with a soft touch of cotton, which makes it a perfect blend of trendy look and comfort.",Key Features Category Mix & Match Color Black Fabric Cotton,Black Cotton Dupatta
"Give your look of the day a perfect match with this blush pink dupatta cum stole. It has crushed bodice with a soft touch of cotton, which makes it a perfect blend of trendy look and comfort.",Key Features Category Mix & Match Color Pink Fabric Cotton,Blush Pink Cotton Dupatta
"Give your look of the day a perfect match with this blush pink dupatta cum stole. It has crushed bodice with a soft touch of cotton, which makes it a perfect blend of trendy look and comfort.",Key Features Category Mix & Match Color Fuschia Fabric Cotton,Fuchsia Cotton Dupatta
"Give your look of the day a perfect match with this blush pink dupatta cum stole. It has crushed bodice with a soft touch of cotton, which makes it a perfect blend of trendy look and comfort.",Key Features Category Mix & Match Color Off White Fabric Cotton,Off White Cotton Dupatta
